,Country,Grape,Sweetness,Colour,Style,Closure,abv,Units,Description,Link
420,Non,Syrah-Shiraz,Non,Red Wine,Non,Natural Cork,14.0,10.5,"Hurry! When it's gone, it's gone - wigig. Made by the cooperative in Montpeyroux who are responsible for 60% of the total production of the appellation and are the largest employer in the small village. This soft wine, stuffed with black fruit flavours and woody notes is well rounded but retains a pleasing freshness on the finish. This will be perfect with any lamb dish flavoured with herbs.",https://www.majestic.co.uk/Les-Murets-Castelbarry-zid09060
421,USA,Viognier,Dry,White Wine,Peachy Whites,Screwcap,13.5,10.1,"Located near the small town of Ripon, around 2 hours' drive from San Francisco, the McManis Family Vineyards winery is considered one of the smaller wineries in Central Valley, and they are able to create quality wines by careful vinification of small lots. Intense and inviting aromas of peach and apricot introduce a palate of more lush stone fruit flavours, along with hints of pear and a textural minerality. Fruity, fresh and unoaked. An interesting alternative white, and a great match for pulled pork with roasted shallots.",https://www.majestic.co.uk/Nettie-Viognier-zid18058
422,France,Merlot,Non,Red Wine,Plummy Reds,Natural Cork,13.0,9.8,"A small British-owned estate close to St-Emilion and Pomerol, Château Méaume has been a Majestic favourite for many years, gaining a reputation for excellent value. A nose of fruitcake, spice and ripe, plummy fruit. Soft and rich on the palate, with blackcurrants, plum, and smoky cedarwood. Ready to drink immediately, yet has the body and structure to cellar well for several more years.",https://www.majestic.co.uk/Chateau-Meaume-zid01020
423,Italy,Garganega,Dry,White Wine,Fresh Whites,Natural Cork,13.0,9.8,"As seen on TV. Made from grapes grown in the heart of Valpolicella in the Province of Verona the Garganega grapes are initially dried before vinification.  During the drying process the grapes lose 20-30% of their weight concentrating the sugars giving a rich, smooth wine. Intense tropical and peach flavours.  This wine is refreshing yet powerful; buttery yet refreshing with a lingering finish. This unusual wine will match with all sorts of foods from pungent cheese to buttery chicken and fish dishes.",https://www.majestic.co.uk/Passimento-Bianco-zid13458
424,France,Merlot,Non,Red Wine,Smooth Reds,Screwcap,13.5,10.1,"Domaines Paul Mas are one of the largest and most successful wineries in the Languedoc, having 230ha of estate-owned vineyards, as well as access to over 800ha of vineyards owned by contract growers, making a range of great value wines with traditional varieties. An inviting ruby and purple colour, the equally inviting nose offers plum and blackberry fruit, accented with subtle mocha notes. A rich and soft palate with ripe tannins and medium body. Drink any time over the next 4-5 years, alongside sausages, or stewed lamb or veal.",https://www.majestic.co.uk/Paul-Mas-Merlot-zid09494
425,France,Riesling,Off Dry,White Wine,Peachy Whites,Screwcap,8.5,6.4,"The Dr Loosen has been in the same family for over 200 years and included vines in some of the best vineyards in Germany. The vines are ungrafted and on average over 60 years old.  In addition yields are stricly limited with rigourous selection to remove inferior fruit before vinification. This is a classic, fragrant and honeyed Riesling with pungent fruit flavours of peach, apricot and lime.  The finish is refreshingly mineral making this a dangerously quaffable wine. Enjoy this with asian spiced dishes",https://www.majestic.co.uk/Dr-Loosen-Slate-Hill-Riesling-zid12051
426,New Zealand,Pinot Gris,Dry,White Wine,Tropical Whites,Screwcap,13.5,10.1,"Situated well north of the other New Zealand wine growing areas and the climate should be too hot for successful viticulture yet the cooling influence of the Pacific Ocean and the Tasman Sea, both less than 30km from the vineyards, create ideal conditions for ripening grapes. This wine is a finely balanced mix of delicate floral and apple fruit flavours emboldened by notes of white pepper and herbs. While slightly off dry this is never cloying. This is a great food wine and can be paired with pungently spiced dishes as well as with more delicate fish dishes.",https://www.majestic.co.uk/Kumeu-River-Pinot-Gris-zid37368
427,Spain,Graciano,Non,Red Wine,Smooth Reds,Natural Cork,14.0,10.5,"Compañía Vinícola del Norte de España, CVNE, was founded in 1879 in Haro, Rioja. Named Imperial because it was originally exported to the UK in imperial pint sized bottles, this is one of the best Rioja Reservas around. Fine garnet colour with terracotta tinge. Vanilla notes on the nose, with sloes, mulberries and spice. Stewed currant fruit on the palate, dry and elegant with great richness and a fine long finish. Drink with slow-cooked lamb. Decant before serving.",https://www.majestic.co.uk/Rioja-Reserva-Imperial-zid14164
428,France,Cabernet Sauvignon,Non,Red Wine,Spicy Reds,Natural Cork,13.0,9.8,La Tour De Pin was originally part of the Figeac and is now under the same ownership as Cheval Blanc.  The 2006 is drinking perfectly now and has rich plum flavours with bold notes of liquorice and spice.  It is a beautifully harmonious wine with soft tannins and a gentle refreshing note of herbs on the finish.,https://www.majestic.co.uk/La-Tour-De-Pin-zid02172
429,France,Syrah-Shiraz,Non,Red Wine,Spicy Reds,Natural Cork,13.0,9.8,"Crozes-Hermitage is the largest appellation of the northern Rhône, and is known for making good value Syrah-based reds that echo the style of the famous Hermitage. No oak is used in this wine's production to maintain a vivid fruit character. Intense ruby-purple colour. Ripe blackberry aromas dominate the nose, and are supported by subtle sage-like hints. Supple tannins give a round shape to the medium-weight, smooth-textured palate. Enjoy with a well-seasoned pork belly casserole.",https://www.majestic.co.uk/Crozes-Hermitage-Petite-Ruche--zid06198
430,Australia,Syrah-Shiraz,Non,Red Wine,Spicy Reds,Natural Cork,14.0,10.5,"“Two Hands is a negociant operation run impeccably by Michael Twelftree. It reflects the best that can be sourced from all over South Australia.” Jay Miller. Bella's Garden is made from Barossa fruit and is a 'no holds barred' style of Shiraz. With an explosive nose of pencil lead, crushed blueberry and black cherry, it has an opaque purple colour, glorious thick texture and fantastic balance for such a big wine. Drink it with a rare steak over the next 8-10 years.",https://www.majestic.co.uk/-Bellas-Garden-Shiraz-zid19805
431,France,Chardonnay,Dry,White Wine,Fresh Whites,Screwcap,12.0,9.0,"A high-quality Chablis made by Domaine Laroche, from fruit supplied by several partner growers. The soil in Chablis is a mixture of limestone and Kimmeridgian clay, and is said to be responsible for the wines' unmistakable mineral character. Pale golden colour and a youthful citrus nose with spring blossom nuances. The palate is fresh and harmonious, with nicely focused fruit character and a lingering stony texture on the finish. Enjoy with freshly prepared sushi, or a salad of prawns and watercress.",https://www.majestic.co.uk/Chablis-La-Collegiale--zid04224
432,France,Chardonnay,Dry,White Wine,Appley Whites,Natural Cork,13.0,9.8,"Taken from vineyards in Macon-Vergisson, La Roche or Saint-Sera (from declassified Pouilly-Fuisse fruit), this wine is a great-value alternative to some of the more expensive Cordier wines, made from the 'Christophe Cordier' negociant arm. A medley of ripe apple and zesty lemon fruit characters creates great depth and intensity, with some body coming from careful use of oak. Slight mineral in the form of slate is detectable on the palate. Excellent as an apéritif or with any kind of salad or white meat, this wine is best enjoyed over the next couple of years.",https://www.majestic.co.uk/Macon-Fuisse-Vieilles-Vignes-zid04674
433,France,Riesling,Dry,White Wine,Zingy Whites,Screwcap,12.5,9.4,"This cooperative was started by a group of small producers in Hunawihr in 1954, but today has member growers throughout the Alsace heartland. Winemaking is headed by Nicolas Garde, an Alsace-born winemaker, schooled in Burgundy and New Zealand. A pale straw yellow, this wine is a classic Alsace Riesling, showing ripe pear and peach fruit, braced by a steely acidity. Clean and pure on the palate, finishing with a citrussy freshness. Drink now or within the next 5 years, with seafood or creamy fish dishes.",https://www.majestic.co.uk/Kuhlmann-Platz-Riesling-zid11083
434,France,Grenache,Non,Red Wine,Powerful Reds,Natural Cork,14.5,10.9,"A classic southern-Rhône blend, by one of the region's largest producers. The stony, pebble-covered soils echo those of nearby Châteauneuf-du-Pape. The estate makes a single Lirac blend, part-matured in French oak for 18 months. Deep and inky purple. A nose of raspberry and blackberry, with subtle hints of thyme and liquorice. The palate is robust, with weighty tannins and an invigorating warmth. At its best after a couple of years cellarage. Drink with rich stews.",https://www.majestic.co.uk/Lirac-Vignobles-Abeille-zid06573
435,Italy,Pecorino,Dry,White Wine,Zingy Whites,Synthetic Cork,12.5,9.4,"Pecorino is an early ripening, thin-skinned grape, native to central parts of Italy. The bunches tend to be very triangular in shape, reminiscent of a sheep's head, said to be the reason for the grape's name. This great example is 30% oak fermented. Pale yellow, with a remarkably intense nose of citrus fruits, hints of hawthorn and orange blossom. Soft, clean, but persistent palate texture, with a pleasing mineral complexity. Try with nutty cheeses, such as the wine's sheep's milk cheese namesake, or with simple cod dishes.",https://www.majestic.co.uk/Contesa-Pecorino-zid13153
436,Chile,Merlot,Non,Red Wine,Cherry Reds,Screwcap,14.0,10.5,"Exclusively blended for Majestic the grapes for this wine are treated with the utmost care to achieve a wine that is soft and flavourful yet with enough structure to have a long life ahead of it once in bottle. Intense favours of ripe red fruit such as strawberry, plum and cherry abound.  twelve months in oak barrels adds a spicy note and provides the structure that allows the wine to develop in bottle. This will be perfect with nice pink roast lamb.",https://www.majestic.co.uk/Montes-Single-Vineyard-Merlot-zid39375
437,France,</div,Non,Red Wine,Mature Reds,Natural Cork,13.0,19.5,"""The finest wine yet made under the administration of Catherine Pere-Verge, the 2005 Montviel’s supple tannins and lovely plum, black raspberry, and cherry fruit are delicious as well as seductive. It exhibits good density along with excellent purity and balance. This is a wine to enjoy in its youth, although it will evolve nicely for a decade or more."" Robert Parker - The Wine Advocate",https://www.majestic.co.uk/Chateau-Montviel-Magnum-zid01176
438,Chile,Sauvignon Blanc,Dry,White Wine,Zingy Whites,Screwcap,13.0,9.8,"This wine comes from Las Brisas vineyard in Leyda Valley, just 10km inland of the Pacific, in an area that has become one of Chile's most prized terroirs for cool-climate varieties. The wine is named 'The Traveller' in honour of the winemaker, South African Gavin Taylor. A well balanced Sauvignon offering inviting and harmonious aromas of citrus fruits, guava, papaya and green grass. Ripe and zesty fruit flavours culminate in a long, clean finish. The perfect partner for a freshly made goat's cheese salad, or for fish dishes.",https://www.majestic.co.uk/Anakena-El-Viajero-Sauvignon-Blanc-zid39358
